Curs,Fitxer,TipusPregunta,TipusIncidencia,Comentari,IdiomaSpacy,IdiomaPyCld2,Idioma
2019-20,assignatura_professor_comentaris_FM_2S.xls,A,,"La carga de seminarios es excesiva teniendo en cuenta la situación en la que nos encontramos. Además, hay que añadir la poca coordinación de los profesores tanto a la hora de mandar los seminarios como a la hora de su explicación, que a mi entender no suele ser suficiente para su correcta realización. Otro punto, es el hecho de que no se encuentran, a parte de explicados, correctamente organizados en el campus virtual, están desorganizados lo que provoca un mayor caos a la hora de su ejecución.",es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,A,,"Demasiado trabajo y demasiada exigencia teniendo en cuenta que en algunos ejercicios se evalúa 'cómo has editado un vídeo', conocimiento totalmente irrelevante en esta carrera. Se exigen seminarios que conllevan demasiado trabajo y horas de dedicación, evaluados de manera MUY estricta, que además, se suspenden con una NOTA MÍNIMA de 7. En una palabra, una auténtica VERGÜENZA.",es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,A,,"Aunque estemos en una situación especial por el covid, eso NO JUSTIFICA que se aumente la carga de trabajo, que NO se tenga en cuenta nuestra opinión y que se nos trate como máquinas que solo DEBEN dedicarse a la carrera.
Permítanme decirle a la coordina de asignatura que no nos está haciendo un favor mandándonos 20 trabajos sobre vídeos a analizar en los cuales SIEMPRE 3 SON IGUALES AL ANTERIOR. Estamos perdiendo el tiempo, y no por repetir conceptos no, sino porque NO SE ESTÁ SABIENDO ADAPTAR LA ASIGNATURA A LAS CIRCUNSTANCIAS. 
Tras esto, espero que se tomen medidas de esta asignatura de la cual estamos MUY descontentos. Esta asignatura es importante para nuestra formación, pero no de la manera en la que están sucediendo las cosas. ",es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,P,,"Para coordinar una asignatura hacen falta muchas capacidades, entre ellas está la organización y saber rectificar. En ningún momento se nos ha tenido en cuenta, las horas de trabajo son INHUMANAS. No disponemos de las 24h para el estudio como os gustaría, tenemos FAMILIA que ha podido enfermar, tenemos de por sí MUCHO ESTRÉS y poca salud mental. Pero como el alumnado siempre es el que tiene que tragar todo, no se nos toma en serio.
La universidad funciona gracias a los alumnos y profesores, y esta asignatura lo está haciendo todo mal. ",es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,A,,"No creo que la forma de impartirla y el temario sea algo clave en un futuro profesional, más bien está de relleno actualmente. ",es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,A,,El temario parece sencillo pero luego el examen no tiene nada que ver. No se pone ninguna facilidad al alumnado para que pueda aprobar sin problema.,es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,A,,"Puntuación global bastante baja, deberían pensar qué fallos pueden haber cometido para que esto sea así.",es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,P,,Explicaciones claras y buen trato con los alumnos,es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,P,,Profesor muy atento y preocupado por el aprendizaje de los alumnos. Da clases online y se interesa por enseñar y solventar dudas.,es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,A,,La convocatoria del parcial online ha sido bastante exigente en tiempo. Muchos problemas con los apartados del examen del ensembl. ,es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,P,Comentari problemàtic,tiene una actitud prepotente hacia los alumnos,es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,P,," cuando se le ha solicitado una clase de dudas la ha dado y ha explicado conceptos que no correspondían con su parte de la asignatura. Además, que haya puesto el temario en el campus con mini tests ayuda mucho a la comprensión de la materia.",es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,A,,No han tenido en cuenta la diversidad de condiciones que han tenido sus alumnos a la hora de realizar el examen. Tiempo muy reducido para realizar el examen. Consideran a los alumnos tramposos en potencia y se dedican a intentar hacerle la vida imposible a los supuestos tramposos en vez de centrarse en la docencia.,es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,A,,Creo que el método de evaluación es muy mejorable. ,es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,P,,Mucho interés durante la cuarentena bien,es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,A,,asignatura muy bien organizada.,es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,P,,"muy buen profesor, sube powers, explica muy bien y buen coordinador sin ningun problema. ",es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,A,,"Asignatura excelentemente organizada, bien coordinada y bien impartida. ",es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,P,,Excelente profesor. ,es,fy,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,P,,"No hemos tenido clases con este profesor. Fantan por valorar la dra. Mur, la dra. Battalla y el Dr. Miret, todos muy buenos profesores.",es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,P,,"Uno de los mejores profesores que he tenido hasta ahora. Siempre tiene una respuesta sincera, generosa y amable a nuestras dudas. Muy accesible. Consigue transmitir pasion por la asignatura. Sus seminarios son muy utiles.",es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,A,,"Me gustaría objetivar el solapamiento de esta asignatura con la asignatura de salud mental que se cursa en el mismo año y que es optativa. Veo innecesario cursar dos veces el mismo temario. 
En cuanto a los profesores, decir que explican muy bien, y hacen muy amenas las clases. Unos más que otros, pero en general muy bien. Una pena que sea como volver a cursar Salut Mental del primer cuatrimestre.",es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,A,,"La forma de adaptarse a la situación del COVID-19 fue caótica, como en todos lados, pero a pesar de que el alumnado ha dado opciones para la evaluación; al final, la mitad de la clase será evaluada de una manera y la otra mitad de otra, lo que no me parece del todo justo. La forma de evaluar debería ser igual para todos siempre y cuando tenga relación con lo aprendido en clase. Además, los nuevos métodos de evaluación han supuesto la dedicación de muchas más horas de las que tenía asignada la asignatura. ",es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,A,,"La asignatura está dividida en dos partes:
- la parte de malalties está bien explicada y coordinada, quizás en algunas ocasiones los PowerPoints no estaban disponibles y teníamos que esperar semanas a que los subiesen
- La parte de psiquiatría fue toda online y bastante bien.",es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,A,,"He echado en falta que hubieran estado más presentes en formato online durante la cuarentena, ",es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,A,,"Entiendo la labor de nuestros profesores en la primera línea de la pandemia, pero en todo este periodo, sólo se han comunicado con nosotros a través de la delegada, y no han dado ninguna información específica. Han cambiado la guía docente, diciendo que todo seguía igual, pero nadie nos lo ha comunicado, ni ha explicado cuales van a ser los criterios de evaluación.",es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,A,,"Los profesores no han sabido adaptarse a la situacion del Coronavirus. Los alumnos entendemos que los profesores estén ocupados y no sea la mejor situación para poder realizar la asignatura de la forma correspondiente. Sin embargo, otros profesores sí han facilitado las cosas (tal y como pidió la UDL en sus comunicados) bien cambiando el examen por trabajos, o bien explicando las cosas más importantes del temario y reduciendo el mismo. En esta asignatura los profesores prácticamente no se comunican con los alumnos, no se reduce la materia, no se explica, solo disponemos de powerpoints a los que recurrir, sin nada que los complemente. Mucha gente está planteando no presentarse al examen de esta asignatura por el estrés que conlleva no saber cómo afrontarla. ",es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,A,,"No me parece que se hayan adaptado bien a la situación actual de covid. Ya que aunque hayan estado afectados en el trabajo, creo que nos podían haber facilitado las cosas y no me parece que nos hayan prestado ninguna atención como para decir que el método de evaluación va a ser el mismo. Además que los estudiantes también estamos siendo afectados y no tenemos las mismas condiciones de estudio que normalmente.",es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,A,,"Entiendo y me imagino que los profesores de esta asignatura, neumólogos principalmente, hayan sido unos de principales profesionales afectados por esta pandemia (contacto directo con enfermos infectados por el Covid-19) y que, por esa razón, no hayan podido impartir ni una sola clase online y no nos hayan podido pasar material complementario para el estudio de la asignatura. Lo único que nos han facilitado son powerpoints de otros años (incompletos porque son los que sirven de soporte para dar las magistrales). Hace unas semanas respondieron a la delegada de la asignatura que podrían dar clase en mayo o en junio y que no podrían decir nada de la asignatura hasta entonces. Hace una semana modificaron la guía docente donde se daba a entender que el examen tendría la misma fecha, a día de hoy siguen sin mandar ningún mensaje ni subir material complementario.",es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,P,,"Mala coordinación con la delegada. Le dijo en mensajes que ahora mismo estaban desbordados y que en un futuro (mayo y junio) habrían nuevos recursos para la asignatura y clases online pero no ha vuelto a decir ni a ofrecer nada más. Sin embargo, sube a veces presentaciones de otros años. Modificó la guía docente sin avisar a nadie y expresó que el temario sería el mismo que todos los años y dio a entender que el examen seguiría teniendo la misma fecha. ",es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,P,,Sólo la conozco de prácticas asistenciales pero me parece que explica y enseña muy bien,es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,P,,Su coordinación ha dejado que desear,es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,A,,"En esta asignatura los profesores no han dado nada de información sobre las clases ni sobre los criterios de evaluación en los 2 meses de confinamiento, han cambiado la fecha del examen sin avisar ni dar explicaciones cuando se les han solicitado",es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,A,,"Como aspecto positivo destaco un seminario que realizó Jessica en el servicio. Como aspecto negativo está la adaptación a la nueva etapa. Teniendo en cuenta que posiblemente fuera el servicio más saturado ante esta situación, es comprensible que no pudieran grabar o dar clases online. Pero durante mucho tiempo no se subió ni un power ni ningún tipo de material docente. Además, al actualizar la guía docente especificaron que le temario se había dado via vídeo, cuando nada mas lejos de la realidad. ",es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,A,,Se podria haber facilitado la comunicacion entre el alumnado y el profesorado ya que hasta se cambio la fecha del examen sin avisar.,es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,A,,Ha habido una gran falta de comunicación por parte del profesorado durante los meses de la crisis del Covid-19 y considero que no se ha ofrecido el material necesario a los alumnos para que puedan adquirir los conocimientos básicos necesarios. ,es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,A,,"Está claro que dada la situacion ha sido todo un desastre respecto a las asignaturas. A penas hemos tenido docencia online, y aunque estemos la situacion no puedo hacer una buena valoración de la asignatura, ya que, el feedback que hemos tenido por parte de los profesores ha sido absolutamente nefasto... Por otro lado, destacaría que han sido los únicos que nos han retrasado el examen y dado margen para poder prepararlo por nuestra cuenta. Por lo demás.. nada mas que añadir. ",es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,A,,Las clases que no se han podido dar presenciales solo se han colgado en formato powerpoint en el campus sin ninguna explicación adicional. Los powerpoints son muy escasos en información y no permiten adquirir los conocimientos adecuadamente. ,es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,A,,Muy bien adaptada ante los cambios ocasionados por la pandemia.,es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,P,,Se ha adaptado y ha hecho esfuerzos para que comprendiéramos la materia ante esta situación. ,es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,P,,"Bajo mi punto de vista ha sido el mejor profesor ante las situaciones del Covid. Ha sido muy activo resolviendo dudas en el foro, nos realizó seminarios online muy explicativos y supo adaptarse perfectamente.",es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,A,,satisfecha con las soluciones dadas decara a la evaluacion de covid. Por poner un contra los power points o pdf deberian ser algo mas concretos. ,es,en,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,A,,"A pesar de las dificultades por el covid, ha habido en todo momento comunicación entre profesores y alumnos. Han sabido adaptar la evaluación a la situación muy bien. 
A pesar de que no hemos tenido clases online, nos han facilitado todos los recursos y hemos trabajado a través de foros correctamente. ",es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,A,,La única asignatura que ha sabido gestionar a tiempo y de forma lógica la situación del coronavirus.,es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,A,,Muchisimas facilidades en tiempo de pandemia. Constsntemente pendientes de resolver dudas y facilitar contenido,es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,P,,Muy buen profesor y coordinador de la asignatura. Ha hecho todo lo posible para que el contenido pudiese impsrtirse y ha realizado seminarios telematicos con el fin de resolver dudas. Un tutor muy accesible.,es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,A,,"Ante la situación vivida, han sido de los poco profesores que han adecuado la asignatura a la situación vivida. En comparación, han sido benevolentes, y comprensivos con el alumnado, cosa que se agradece infinitamente. Han estado muy atentos, respondiendo preguntas, atendiendo a nuestras dudas, etc. Una maravilla de asignatura. ",es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,A,,Genial esta asignatura! No tengo malos comentarios. ,pt,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,A,,Creo que la carga de trabajo online es excesiva para el poco tiempo queda. Puesto que ha habido menos tiempo de docencia (aunque sea online) la cantidad de materia debería reducirse. ,es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,A,,"Lástima de las situaciones actuales del COVID-19, me gustaría haber podido realizar las prácticas y actividades de esta asignatura. ",es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,P,,Te ayuda siempre que puede y se ve que le apasiona la materia. ,es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,P,,El examen parcial online realizado durante la cuarentena ha sido asequible. Estábamos preocupados por el tiempo ajustado pero agradezco los 5 minutos más en el examen. Las actividades están muy bien explicadas y presentadas en los vídeos.,es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,P,Comentari problemàtic,Las respuestas a preguntas serias de los alumnos son respondidas en un tono jocoso y en ocasiones parece que se esté riendo de nosotros.,es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,P,,"Buena manera de impartir la asignatura online, se planifica y da facilidades. En cambio, es bastante injusto con las calificaciones. Da prioridad a cosas que no la tienen. Considero que a veces no es adecuada la forma de responder a los correos. No tiene mucho en cuenta que la mayoría somos de fuera y no controlamos perfectamente el idioma. ",es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,A,,"No se ha tenido en cuenta al alumnado en la fijación de la fecha del segundo examen de seminarios, en el cual nos coincide en la misma semana con dos examenes más de otras asignaturas de otros cursos. 
Organización de las clases regular, bastante retraso en la transmisión de las mismas, y en algunos casos dándolas por hecho, simplemente subiendo unas diapositivas. La enseñanza se puede mejorar. ",es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,A,,"Aún sabiendo la situación en la que nos encontramos los profesores no han mostrado menor consideración hacia el alumnado, no impartiendo casi clases en mas de 40 días y juntando toda la docencia y los examenes al final de todo el periodo del cuatrimestre ",es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,A,,"No se respetan los plazos de avisos para exámenes, no se suben convocatorias a tiempo, se ha llegado a avisar de un exámenes con 5 días de antelación y a explicar las condiciones del mismo casi el mismo día. Se han llegado a hacer modificaciones incluso 3 minutos antes de empezar el examen. Entiendo la situación, pero dado que la fecha del examen la pusieron los profesores, agradecería que la decidiesen una vez tuviesen claro qué van a hacer. Ahora más que nunca, debido a la situación, a algunos nos cuesta bastante tener exámenes online en algunas horas concretas, por eso se agradecería que estas cosas se avisasen con el tiempo suficiente, tanto para estudiar como para organizar la disponibilidad el día y las horas del examen. 
No se ha ofrecido examen en castellano a pesar de haberlo solicitado algunos alumnos.
Algunas clases, talleres y seminarios duran más de lo establecido, entiendo que es necesario, pero si se prevé que la clase va a durar más (por ejemplo taller de RCP) agradecería que se comunicase anteriormente y se pusiese en el horario para evitar que se solape con otras clases o actividades.
En mi opinión la cantidad de temario no va acorde con los créditos de la asignatura, por lo que las clases se dan muy rápidamente.
Por otro lado, los profesores han mostrado una y otra vez su buena voluntad a la hora de solucionar los problemas y adaptarse a la situación, ya de por sí complicada.
Muestran interés por dar la asignatura y sobre todo por que los alumnos aprendan.
Los profesores suelen tener un trato bastante agradable con los alumnos y contestan a los correos, se agradece bastante.",es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,A,,Por el tema del covid. Finalmente se nos ha juntado todo al final. Clases y exámenes. Cuando ya es difícil aprobar pediatria solo es mucho mas cuando tenemos gincologia geria y dolor crónico. Creo que se pudo haber hecho el examen online en abril habria sido lo mejor. Pero entiendo la situación. Y los profesores que nos han dado clases online un 10. Creo que lo han hecho lo mejor posible ante esta situación,es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,A,,"La cantidad de contenido que entra en esta asignatura es exagerado en comparacion con su número de creditos, siento que el temario se ha dado muy deprisa y que tampoco se ha llegado a una solucion satisfactoria durante la cuarentena.
Mucho contenido y pocas explicaciones",es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,A,,"Respecto al temario me gustaría comentar que a la hora de estudiar hay temas que son excesivamente largos y eso conlleva a cierta desmotivación por el tema. Por esta razón, propondría no eliminar temario pero si fragmentarlo. 

En cuanto a la evaluación, estoy bastante de acuerdo pero ya que el temario es muy denso y está dividido en tres bloques pues quizás se podría plantear la idea, de cara a siguientes cursos, la realización de varios exámenes. ",es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,A,,"No se puede entregar esta encuesta sin comentar algunos aspectos de la asignatura en el contexto de la pandemia que nos ha tocado vivir. El día 12 de marzo se anularon las clases de forma indefinida, de manera que las clases debían ser impartidas posteriormente vía telemática. Así pues, a día 12 de marzo nos quedaban 9 horas de magistrales de pediatría que serían evaluadas en el examen del 3 de abril. Dejando a un lado el absoluto despropósito que es seguir dando clases de materia a evaluar y asistiendo a prácticas hasta el día de antes del examen (durante años se ha realizado esta queja a nivel global y siempre ha caído en saco roto, ya se sabe que lo que los alumnos opinen respecto a las carencias de su formación tiene cero si no nula importancia), por lo menos tendríamos más tiempo para repasar aquellas últimas clases y afianzar más el conocimiento. Sin embargo, la realidad ha sido muy distinta: hasta el 29 de abril no se dio ni una hora de clase, retrasando así inevitablemente el examen hasta finales de mayo o hasta el mismo junio, cuando se nos acumula con otras asignaturas y con la segunda parte de la misma pediatría. De hecho, hay algunas clases que ni siquiera se han impartido por videoconferencia, se ha subido el ppt al campus virtual y con eso cuenta como clase dada. En cuanto a esta segunda parte de la asignatura, se podría haber optado por otro tipo de evaluación, ya que el temario a examinar eran seminarios y talleres prácticos, que en ningún caso han sido utilizados como más horas de clase magistral. Ironías aparte, me resulta llamativo que se tarde 48 días en retomar las clases y que, además, no se replantee en ningún momento el método de evaluación porque, cito textualmente lo que nos retransmitió la delegada de la asignatura: “tienen una batería de preguntas test hechas, siempre sacan las preguntas de los seminarios de allí y prefieren hacerlo así”. El resultado de todo esto ha sido que después de mes y medio sin hacer nada, en mayo se nos han junta",es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,P,,No se puede opinar de clases que no se han dado.,es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,A,,Bajo esta situación se han comportado de la manera más injusta posible.,es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,A,,"Saturan demasiado a los alumnos con las actividades de seminarios, prácticas, exámenes sakai (hacemos demasiados), y actividades de casos clínicos que nunca se corrigen. El examen tiene una dificultad demasiado alta que con el resto de asignaturas se hace difícil de llevar.",es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,A,,"en el estado de confinamiento han sido muy considerados con los alumnos
han escuchado todas nuestras propuestas y han conseguido hacer un examen exitoso",es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,A,,"Exámenes teóricos bastante difíciles, demasiados casos clínicos para tan poco tiempo en el examen (on-line, en este curso). Deberían facilitar más las preguntas preguntando más conceptos teóricos, en  mi opinión",es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,P,,Estaríamos muy agradecidos si subiese los power points ya que ayudarían muchísimo a la hora de estudiar.,es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,P,,"Grandísimo profesor, se notan sus ganas de enseñar siempre facilitando cualquier recurso a los alumnos. Profesor con ganas de enseñar, no de complicar la vida a sus alumnos ",es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,P,,Explicaciones a veces confusas. Preguntas muy complejas en exámenes que no han sido trabajadas correctamente en clase.,es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,P,,Se ha esforzado colgando los power points con audios explicativos durante el periodo de confinamiento.,es,en,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,A,,"A pesar de todos los problemas técnicos experimentados en los exámenes online, y de que la convocatoria inicial del examen parcial fue dura (suavizada después dado que se tuvo que repetir el examen), los profesores de ésta asignatura son los que más clases nos han dado virtualmente (a pesar de sus horarios de trabajo) y los que más han trabajado para llevar a cabo un desarrollo ""normal"" de la asignatura dada la situación.  ",es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,A,,"Creo que la realización de evaluación continuada cada cierto tiempo es un muy buen método para poder llevar la asignatura al día y para el estudiante, saber como lo lleva.",es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,A,,"Se hacen demasiados exámenes, evalúan tantas veces la materia que no dejan tiempo de estudio para las demás asignaturas. No tiene nigún sentido hacer un examen práctico de 3 vídeos que han subido, para eso ya hacemos un un Sakai cada poco tiempo y un parcial y un final. ",es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,P,,Se nota que le gusta enseñar y hace las clases mas amenas e interesantes. ,es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,A,,"Los aspectos positivos son respecto a la parte presencial de la asignatura, pero en la parte a distancia creo que deja mucho que desear la formación recibida, y realmente no creo que hayamos aprendido, dejando carencias que no se van a suplir de ninguna otra manera, la falta de seminarios y practicas presenciales está lastrando el proceso de aprendizaje. 
Retrasar el primer parcial casi un mes ha supuesto una pérdida de tiempo de estudio para el siguiente examen.
La asignatura debería realizarse en castellano puesto que en el futuro es como tendremos que prepararnos, por ejemplo en el MIR, además de que no existe literatura anatómica Catalana 
",es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,P,,La forma de explicar la asignatura no es muy buena,es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,P,,"El mejor profesor y el que mejor explica sin duda alguna, ojalá diese más clases y prácticas él",es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,A,,"Aun habiendo colocado limitaciones en el tiempo y penalizaciones que en el examen presencial no hubieran estado, cuando se realizó el examen hubo problemas y los profesores no tuvieron reparo en repetirlo para que todos pudiéramos tener una oportunidad. Un equipo docente sensato y comprensivo. Muy contento.",es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,A,,"Todas las profesoras que imparten clase se explican muy bien, pero Ana Garcera en algunos casos va un poco rápido y es difícil entenderla, pero cabe destacar que siempre se preocupa de que todo haya quedado claro.
También me gustaría destacar las ganas que les ponen las 3, se hacen muy amenas sus clases y hacen que sea más fácil estudiar la asignatura.
",es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,P,,"A pesar de que hemos sido sus primeros alumnos, se explica súper bien y hace que todas las clases se hagan muy amenas.",es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,A,,"Profesores muy accesibles. Se han adaptado siempre a nuestro horario cuando se nos han solapado clases. 
Los profesores se involucran mucho en la formación de los alumnos y resuelven todas las dudas, tanto académicas como personales.
A pesar de que alguna parte del temario es más tediosa, el trato cercano de los profesores hace que sea bastante ameno.
La única pega que le veo a la asignatura es que finalmente solo sean 3 créditos.",es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,A,,No se ha gestionado bien la docencia de la parte de inmunopatología y considero injusto que tenga el mismo peso que inmunología básica la cual sí ha sido correctamente explicada.,es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,A,,"El tiempo para el examen online es muy poco teniendo en cuenta la cantidad de preguntas. Son 50 preguntas 50 minutos. Con tantas preguntas se requiere más tiempo, ya que en la última no se puede procesar tan rápido como la primera y que entre pregunta y pregunta se pierde tiempo en cargar.",es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,P,,La única docencia que ha impartido ha sido subir power points con texto. ,es,gl,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,A,,"Una asignatura muy interesante, aunque difícil, el temario está muy bien repartido. Lástima de la situación actual, me gustaría haber realizado las prácticas en el laboratorio.",es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,P,,Realizar un examen en el cual se pedía un nivel mucho mas alto del esperado. Con preguntas sobre aspectos inocuos de la asignatura. Además de decir que el examen se realizará de una manera y una semana antes cambiar ciertos parámetros a pesar de nuestras negativas.,es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,P,,"Creo que ante una situación excepcional, se han de tomar medidas que favorezcan al alumnado, y por tanto hay que preocuparse más por el aprendizaje que por sí alguien copia en el examen online. El examen era poco asequible, y el de prácticas me ha parecido fuera de lugar totalmente y de gran dificultad. ",es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,A,,"Evidentemente todas las valoraciones que haga deben ser percibidas desde un contexto donde el desarrollo del curso ha dado un cambio muy brusco.

Por un lado, respecto a la parte de inmunología básica, creo que anteriores sucesos y experiencias de la profesora con otro grupo de alumnos ha influido en la manera que se nos ha evaluado, disminuyendo el tiempo de examen y planteando un tipo de examen que requería un tiempo mínimo para ser resuelto, tiempo que, en mi opinión, no se ha calculado adecuadamente. Por el resto, estoy satisfecho con la asignatura y con la manera en la que se ha impartido.

Por otro lado, la parte de inmunopatología, desde el entendimiento de que casi todo nuestro profesorado es personal sanitario, creo que el profesor no le ha invertido el tiempo necesario a la asignatura, teniendo en cuenta que, ni si quiera se ha presentado ni ha realizado ningun tipo de presentación sobre la parte de la asignatura y únicamente ha decidido que el método de enseñanza se basaría en colgar unos 'apuntes' sin ningún tipo de explicación, sin contar con el alumnado en ningún momento. No tengo mucho más que decir, porque como comentaba antes, está docencia on-line no permite dar la situación mucho más de sí. ",es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,P,,"El examen de Inmunología ha sido poco asequible y las preguntas muy liosas y enrevesadas porque a pesar de haberme estudiado bien todo el temario dudaba en muchas. El hecho de tener que guardar en cada pregunta la respuesta me hacía perder tiempo (unos 40 segundos cada vez que tenía que pasar a la siguiente pregunta) y por eso he acabado muy justo el examen. En cuanto a la parte de Inmunopatología, se nos dificulta conseguir apuntes para estudiar la materia debido a que el profesor responsable no la imparte de manera telemática, como hacen el resto del profesorado. ",es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,P,,"La dificultad del examen online no fue proporcional al de la materia impartida en clase, y en él no se tuvo en cuenta la situación que estamos viviendo los alumnos por el coronavirus. Estudiar en esta situación es muy complicado, y parece ser que la profesora no lo ha entendido de esta manera.
La carga de temario en relación a las horas de clase y al tiempo que tenemos para estudiarlo es desmesurada.",es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,A,,En mi opinión las clases se podrían realizar en castellano ya que al ser términos complicados cuesta seguir las clases.,es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,P,,"Considero que es una buena profesora porque explica muy bien la teoría, pero demasiado rápido. El examen fue muy difícil, creo que si hubiese sido presencial hubiese sido más asequible, era demasiado complejo y el tiempo del que disponía era muy limitado. El examen de prácticas no se asemejaba a lo realizado en estas.",es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,P,,"Creo que está genial que ponga comentarios en las diapositivas, ya que ayudan bastante, pero echo en falta clases por videoconferencia. finalmente si está realizando clases de dudas y explicación pero son demasiado cortas y rápidas.",es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,A,,Tiempo en el examen muy limitado,es,es,es
